drug_id,drug_N,file_name,imgfile,item_seq,json_file,back_color,camera_la,camera_lo,change_date,chart,color_class1,color_class2,di_class_no,di_company_mf,di_company_mf_en,di_edi_code,di_etc_otc_code,di_item_permit_date,dl_company,dl_company_en,dl_custom_shape,dl_idx,dl_mapping_code,dl_material,dl_material_en,dl_name,dl_name_en,drug_S,drug_dir,drug_shape,form_code_name,height,id,img_key,img_regist_ts,leng_long,leng_short,light_color,line_back,line_front,mark_code_back,mark_code_back_anal,mark_code_back_img,mark_code_front,mark_code_front_anal,mark_code_front_img,print_back,print_front,size,thick,width
K-020695,K-020695,K-020695_0_0_0_0_75_040_200.png,K-020695_0_0_0_0_75_040_200.png,200703082,TL_50_단일_unzipped/K-020695_json/K-020695_0_0_0_0_75_040_200.json,검은색 배경,75,40,20200622.0,흰색의 타원형 필름코팅정제,하양,,[02140]혈압강하제,동화약품(주),Dong Wha Pharm,"652901470,A37003391",전문의약품,20070314,(주)서울제약,Seoul Pharmaceuticals,"정제, 저작정",20694,K-020695,로사르탄칼륨,Losartan potassium,자로탄정 50mg,Zarotan Tab. 50mg,정상알약,앞면,타원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/1N8z0MoJ1VJ.jpg,20081203.0,10.5,5.7,전구색,,,,,,,,,SPC,Z50,200,3.1,976
K-020583,K-020583,K-020583_0_0_0_1_75_000_200.png,K-020583_0_0_0_1_75_000_200.png,200702571,TL_50_단일_unzipped/K-020583_json/K-020583_0_0_0_1_75_000_200.json,검은색 배경,75,0,20210630.0,흰색 내지 연황색의 원형서방성 필름코팅정제,하양,,[01170]정신신경용제,,,"650000920,E00891341",전문의약품,20070302,(주)글락소스미스클라인,Gsk,서방형정제,20582,K-020583,부프로피온염산염,Buflomedil Hydrochloride,웰부트린엑스엘정 150mg,Wellbutrin XL Tab. 150mg,정상알약,앞면,원형,서방성필름코팅정,1280,1,http://connectdi.com/design/img/drug/147428253932200088.jpg,20100701.0,7.4,7.4,주광색,,,,,,,,,,GS5FV,200,4.4,976
K-010986,K-010986,K-010986_0_0_0_1_90_040_200.png,K-010986_0_0_0_1_90_040_200.png,200102845,TL_35_단일_unzipped/K-010986_json/K-010986_0_0_0_1_90_040_200.json,검은색 배경,90,40,20130213.0,연한 오렌지색의 원형 정제,주황,,[02590]기타의 비뇨생식기관 및 항문용약,,,"651501590,A25803091",전문의약품,20011008,(주)하원제약,Hawon Pharm,"정제, 저작정",10985,K-010986,테라조신염산염수화물,Terazosin Hydrochloride Hydrate,테로스정 2mg,Terose Tab. 2mg,정상알약,앞면,원형,나정,1280,1,http://connectdi.com/design/img/drug/1NOwp2F6GaC.jpg,20060619.0,7.0,7.0,주광색,-,,,,,,,,분할선,hw40,200,2.8,976
K-010349,K-010349,K-010349_0_2_1_1_90_060_200.png,K-010349_0_2_1_1_90_060_200.png,200100244,TL_35_단일_unzipped/K-010349_json/K-010349_0_2_1_1_90_060_200.json,연회색 배경,90,60,20141112.0,등황색 내용약물이 들어있는 초콜렛색의 장방형 연질캅셀,갈색,,[03160]혼합비타민제(비타민AD 혼합제제를 제외),,,644500410,일반의약품,20010523,(주)유유제약,Yuyu Pharma,연질캡슐제,10348,K-010349,비타민A|건조에르고칼시페롤과립|토코페롤아세테이트|푸르설티아민|리보플라빈|피리독신염산염|시아노코발라민|아스코르브산|니코틴아마이드|폴산|판토텐산칼슘|감마-오리자놀|비오틴,Ascorbic Acid| Biotin| Calcium Pantothenate| Cyanocobalamin| Dried Ergocalciferol Gr.| Folic Acid| Fursultiamine| Nicotinamide| Pyridoxine Hydrochloride| Retinol| Riboflavin| Tocopherol Acetate| γ-Oryzanol,비나폴로엑스트라연질캡슐 50mg/PTP,Venapollo-Extra Soft Cap.,정상알약,뒷면,장방형,"연질캡슐제, 현탁상",1280,1,http://connectdi.com/design/img/drug/147809054104100074.jpg,20080229.0,21.5,9.1,주광색,,,,,,,,,,VPE,200,9.1,976
K-010772,K-010772,K-010772_0_0_1_0_90_120_200.png,K-010772_0_0_1_0_90_120_200.png,200101870,TL_35_단일_unzipped/K-010772_json/K-010772_0_0_1_0_90_120_200.json,검은색 배경,90,120,20210212.0,흰색의 장방형 필름코팅정,하양,,[01410]항히스타민제,,,647300480,일반의약품,20011229,에이치엘비제약(주),Hlb Pharma,"정제, 저작정",10771,K-010772,세티리진염산염,Ceftibuten Hydrate,세리노즈정 10mg/PTP,cerinose Tab.,정상알약,뒷면,장방형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147427975564100013.jpg,20151015.0,10.0,4.0,전구색,-,,,,,,,,분할선,CTS,200,3.0,976
K-011087,K-011087,K-011087_0_0_1_1_90_000_200.png,K-011087_0_0_1_1_90_000_200.png,200103523,TL_35_단일_unzipped/K-011087_json/K-011087_0_0_1_1_90_000_200.json,검은색 배경,90,0,20200708.0,갈색의 장방형 정제,갈색,,[02390]기타의 소화기관용약,,,,일반의약품,20010424,한솔신약(주),Hansol Pharm,,11086,K-011087,반하|황금|건강|인삼|감초|대추|황련|반하사심탕건조엑스,Coptis Rhizome| Ginger| Ginseng| Jujube| Licorice| Pinellia Tuber| Scutellaria Root,상위정 567mg/포,Sangwi Tab.,정상알약,뒷면,장방형,나정,1280,1,http://connectdi.com/design/img/drug/1NNuh6mJot9.jpg,20090320.0,14.2,8.3,주광색,,,,,,,,,,T14,200,5.1,976
K-010973,K-010973,K-010973_0_0_1_2_75_300_200.png,K-010973_0_0_1_2_75_300_200.png,200102769,TL_35_단일_unzipped/K-010973_json/K-010973_0_0_1_2_75_300_200.json,검은색 배경,75,300,20191104.0,1.내수용: 백색의 원형 정제2.수출용: 백색의 타원형 정제,하양,,[01410]항히스타민제,,,654200600,일반의약품,20010731,알파제약(주),Al Pha,"정제, 저작정",10972,K-010973,염산트리프롤리딘|염산슈도에페드린,Pseudoephedrine Hydrochloride| Triprolidine Hydrochloride Hydrate,트리페린정 2.5mg/PTP (수출용),Tripherin Tab.,정상알약,뒷면,원형,나정,1280,1,http://connectdi.com/design/img/drug/151706763859300038.jpg,20090629.0,10.12,10.12,주백색,,,,,,,,,,ALPHAPHARM,200,4.2,976
K-010790,K-010790,K-010790_0_2_0_2_75_340_200.png,K-010790_0_2_0_2_75_340_200.png,200101913,TL_35_단일_unzipped/K-010790_json/K-010790_0_2_0_2_75_340_200.json,연회색 배경,75,340,20121002.0,"갈색의 분말이 충진된 상부 적갈색, 하부 흰색의 캡슐제",빨강,하양,[01140]해열.진통.소염제,,,,일반의약품,20010604,(주)한국신약,Han Kook Shin Yak,,10789,K-010790,금은화|연교|박하|길경|감초|담죽엽|형개|두시|우방자|영양각,Arctii Semen| Forsythia Fruit| Gazelle Horn| Glycine Semen Preparatum| Licorice| Lonicera Flower| Lophatheri Herba| Mentha Herb| Platycodon Root| Schizonepeta Spike,한신안티캄캡슐 710mg/포,Hanshin Anticam Cap.,정상알약,앞면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/147427738395000105.jpg,20071220.0,21.3,7.5,주백색,,,,,,,,,,ATC ATC,200,7.5,976
K-011225,K-011225,K-011225_0_2_1_0_90_060_200.png,K-011225_0_2_1_0_90_060_200.png,200108672,TL_35_단일_unzipped/K-011225_json/K-011225_0_2_1_0_90_060_200.json,연회색 배경,90,60,20170217.0,백색 내지 회백색의 평평한 원통형 정제,하양,,[03960]당뇨병용제,Takeda Ireland Limited,,"670800160,696300150,E00510341,693903520",전문의약품,20010116,(주)셀트리온제약,Takeda Pharmaceutical Korea,,11224,K-011225,피오글리타존염산염,Pioglitazone Hydrochloride,액토스정 30mg,Actos Tab. 30mg,정상알약,뒷면,원형,나정,1280,1,http://connectdi.com/design/img/drug/1NZLyogvU8F.jpg,20050722.0,7.0,7.0,전구색,,,,,,,,,30,ACTOS,200,2.4,976
K-011112,K-011112,K-011112_0_0_0_2_75_280_200.png,K-011112_0_0_0_2_75_280_200.png,200103653,TL_35_단일_unzipped/K-011112_json/K-011112_0_0_0_2_75_280_200.json,검은색 배경,75,280,20090430.0,미색 내지 미황색의 원형 필름코팅정 ,노랑,,[02190]기타의 순환계용약,,,669903660,일반의약품,20010925,대한뉴팜(주),Daehan New Pharm,"정제, 저작정",11111,K-011112,방풍통성산건조엑스,saposhnikoviae radix,캠벨정 237.5mg/병,Cambel Tab.,정상알약,앞면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/154597926907300051.jpg,20060516.0,9.6,9.6,주백색,,,,,,,D,http://connectdi.com/design/img/drug/147938640332900148.jpg,,마크CL,200,5.2,976
K-010487,K-010487,K-010487_0_2_1_0_70_300_200.png,K-010487_0_2_1_0_70_300_200.png,200100780,TL_35_단일_unzipped/K-010487_json/K-010487_0_2_1_0_70_300_200.json,연회색 배경,70,300,20181123.0,엷은 주황색 분말이 든 상하부 청색의 경질캡슐제,파랑,파랑,[02310]치과구강용약,(주)마더스제약,Mother'S Pharmaceutical,642700270,일반의약품,20010831,동화약품(주),Dong Wha Pharm,경질캡슐제,10486,K-010487,아스코르브산|리소짐염산염|토코페롤아세테이트 2배산|카르바조크롬,50% Tocopherol Acetate Powder| Ascorbic Acid| Carbazochrome| Lysozyme Chloride,동화덴스톨캡슐 150mg/PTP,Dongwha Denstol Cap. Dongwha,정상알약,뒷면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/151672201851500107.jpg,20080424.0,0.0,0.0,전구색,,,,,,,,,,D-W D-WDNT DNT,200,0.0,976
K-011047,K-011047,K-011047_0_2_0_0_75_340_200.png,K-011047_0_2_0_0_75_340_200.png,200103187,TL_35_단일_unzipped/K-011047_json/K-011047_0_2_0_0_75_340_200.json,연회색 배경,75,340,20190425.0,노란색의 원형 필름코팅정,연두,,[02190]기타의 순환계용약,코스맥스파마(주),Cosmax Pharma,,일반의약품,20010402,알보젠코리아(주),Alvogen Korea,,11046,K-011047,방풍통성산건조엑스,saposhnikoviae radix,비그만정 237.5mg/병,Vigman Tab.,정상알약,앞면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/1MyJO_nSzsz.jpg,20191212.0,10.1,10.1,전구색,,,,,,,,,,BG,200,5.7,976
K-010505,K-010505,K-010505_0_2_0_2_75_260_200.png,K-010505_0_2_0_2_75_260_200.png,200100847,TL_35_단일_unzipped/K-010505_json/K-010505_0_2_0_2_75_260_200.json,연회색 배경,75,260,20200723.0,(내수용)녹색의 원형 필름코팅정(수출용)연녹색의 장방형 필름코팅정,연두,,[02190]기타의 순환계용약,(주)테라젠이텍스,Theragen Etex,645202880,일반의약품,20010430,에이프로젠제약(주),Aprogen Pharmaceuticals,"정제, 저작정",10504,K-010505,은행엽건조엑스,Ginkgo Leaf Ext.,행맥정120mg/PTP,Haengmac Tab. 120mg,정상알약,앞면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/1MrYoNTAjDY.jpg,20190917.0,9.8,9.8,주백색,,,,,,,,,I20,ΛPG,200,4.9,976
K-010731,K-010731,K-010731_0_2_0_0_75_060_200.png,K-010731_0_2_0_0_75_060_200.png,200101635,TL_35_단일_unzipped/K-010731_json/K-010731_0_2_0_0_75_060_200.json,연회색 배경,75,60,20191010.0,노란색의 타원형 필름코팅정,연두,,[06190]기타의 항생물질제제(복합항생물질제제를 포함),,,"671803050,A12803941",전문의약품,20010706,대원제약(주),Daewon Pharmaceutical,"정제, 저작정",10730,K-010731,클래리트로마이신,Clarithromycin,클래신정,Clasin Tab.,정상알약,앞면,타원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/1MxGLPXNli0.jpg,20191114.0,12.9,6.9,전구색,,,,,,,,,마크,250,200,5.2,976
K-011032,K-011032,K-011032_0_2_1_1_75_220_200.png,K-011032_0_2_1_1_75_220_200.png,0,TL_35_단일_unzipped/K-011032_json/K-011032_0_2_1_1_75_220_200.json,연회색 배경,75,220,,,,,[02190]기타의 순환계용약,,,"670700280,A33003081",전문의약품,20010725,초당약품공업(주),Chodang Pharm,경질캡슐제,11031,K-011032,메소글리칸나트륨,Mesoglycan Sodium,메소칸캡슐 50mg,Mesocan Capsules 50mg,정상알약,뒷면,,,1280,1,,,0.0,0.0,주광색,,,,,,,,,,,200,0.0,976
K-010913,K-010913,K-010913_0_0_1_0_75_060_200.png,K-010913_0_0_1_0_75_060_200.png,200102527,TL_35_단일_unzipped/K-010913_json/K-010913_0_0_1_0_75_060_200.json,검은색 배경,75,60,20210212.0,흰색의 장방형 필름코팅정,하양,,[01410]항히스타민제,,,657500110,일반의약품,20011108,미래제약(주),Mirae Pharm Korea,"정제, 저작정",10912,K-010913,세티리진염산염,Ceftibuten Hydrate,노텍정 10mg/PTP,Notec Tab.,정상알약,뒷면,장방형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147428322126600002.jpg,20110404.0,10.5,4.3,전구색,,-,,"mR,m,w,ω,mr,nR",http://connectdi.com/design/img/drug/147938650963600067.jpg,,,,마크NT,분할선,200,3.65,976
K-010733,K-010733,K-010733_0_0_1_0_75_120_200.png,K-010733_0_0_1_0_75_120_200.png,200101653,TL_35_단일_unzipped/K-010733_json/K-010733_0_0_1_0_75_120_200.json,검은색 배경,75,120,20200521.0,흰색-미황백색의 원형 필름코팅정제,하양,,[06290]기타의 화학요법제,,,"644300840,A12953831",전문의약품,20010219,한국유나이티드제약(주),Korea United Pharm,"정제, 저작정",10732,K-010733,레보플록사신수화물,Levofloxacin Hydrate,레보록신정,Levoloxin Tab.,정상알약,뒷면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/1Mxwka5v4a_.jpg,20050818.0,8.1,8.1,전구색,,,,,,,,,LV,UT,200,4.3,976
K-010532,K-010532,K-010532_0_0_1_0_75_060_200.png,K-010532_0_0_1_0_75_060_200.png,200100923,TL_35_단일_unzipped/K-010532_json/K-010532_0_0_1_0_75_060_200.json,검은색 배경,75,60,20201120.0,녹색의 원형 필름코팅정 ,초록,,[03980]종합대사성제제,,,644801410,일반의약품,20011101,태극제약(주),Tai Guk Pharm,"정제, 저작정",10531,K-010532,세인트존스워트80%메탄올 건조엑스|서양승마추출액,Black Cohosh Ext.| Saint John's Wort 80% Methanol Ext.,에버퀸정 84mg/PTP,Everqueen Tab.,정상알약,뒷면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147800423654200043.jpg,20070308.0,10.0,10.0,전구색,,,,,,,,,,TGEQ,200,4.0,976
K-010406,K-010406,K-010406_0_0_0_2_75_200_200.png,K-010406_0_0_0_2_75_200_200.png,200100424,TL_35_단일_unzipped/K-010406_json/K-010406_0_0_0_2_75_200_200.json,검은색 배경,75,200,20210420.0,흰색의 원형 필름 코팅정 ,하양,,[01240]진경제,,,"693900010,A03653441",전문의약품,20010924,(주)셀트리온제약,Celltrion Pharm,"정제, 저작정",10405,K-010406,티로프라미드염산염,Tiropramide Hydrochloride,티프라정 100mg,Tipra Tab. 100mg,정상알약,앞면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/1NOwp2F6FlX.jpg,20110518.0,7.7,7.7,주백색,,,,,,,,,167,CLP,200,3.5,976
K-010836,K-010836,K-010836_0_2_0_2_90_040_200.png,K-010836_0_2_0_2_90_040_200.png,200102013,TL_35_단일_unzipped/K-010836_json/K-010836_0_2_0_2_90_040_200.json,연회색 배경,90,40,20210212.0,황색의 분말성과립으로 충전된 상·하 황색의 경질캡슐,노랑,노랑,[02390]기타의 소화기관용약,,,"654301980,A15251231",일반의약품,20001208,오스틴제약(주),Austin Pharm,경질캡슐제,10835,K-010836,니푸록사지드,Nifuroxazide,엔터폴캡슐,Enterpol Cap.,정상알약,앞면,장방형,"경질캡슐제, 과립제",1280,1,http://connectdi.com/design/img/drug/147427965508800091.jpg,20050627.0,19.1,6.63,주백색,,,,,,,,,,Wal CO2,200,6.91,976
K-010447,K-010447,K-010447_0_2_1_1_90_000_200.png,K-010447_0_2_1_1_90_000_200.png,200100590,TL_35_단일_unzipped/K-010447_json/K-010447_0_2_1_1_90_000_200.json,연회색 배경,90,0,20161110.0,입안에서 녹여먹는 백색의 원형정제,하양,,"[02350]최토제, 진토제",,,"642101290,A04506361",전문의약품,20010129,(주)유한양행,Yuhan,"확산정, 속붕정, 구강붕해정",10446,K-010447,온단세트론염산염,Ondansetron Hydrochloride Dihydrate,온세란정 8mg,Onseran Tab. 8mg,정상알약,뒷면,원형,구강붕해정,1280,1,http://connectdi.com/design/img/drug/148609556259100125.jpg,20041222.0,10.2,10.2,주광색,,,,,,,,,OR,YH,200,2.5,976
K-010897,K-010897,K-010897_0_0_0_0_75_300_200.png,K-010897_0_0_0_0_75_300_200.png,200102266,TL_35_단일_unzipped/K-010897_json/K-010897_0_0_0_0_75_300_200.json,검은색 배경,75,300,20130129.0,백색 원형의 필름코팅정제,하양,,[02320]소화성궤양용제,,,"648100450,A17603721",전문의약품,20010619,경동제약(주),Kyungdong Pharm,"정제, 저작정",10896,K-010897,레바미피드,Rebamipide,레바미드정,Rebamide Tab.,정상알약,앞면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147427743488900105.jpg,20041222.0,8.0,8.0,전구색,,,,,,,,,RE,KD,200,3.55,976
K-010952,K-010952,K-010952_0_0_0_2_90_040_200.png,K-010952_0_0_0_2_90_040_200.png,200102667,TL_35_단일_unzipped/K-010952_json/K-010952_0_0_0_2_90_040_200.json,검은색 배경,90,40,20191104.0,백색의 원형정제,하양,,[01410]항히스타민제,,,621800300,일반의약품,20011105,(주)한국파비스제약,Pharvis Korea,"정제, 저작정",10951,K-010952,슈도에페드린염산염|트리프롤리딘염산염,Pseudoephedrine Hydrochloride| Triprolidine Hydrochloride Hydrate,코드랍정 60mg/PTP,Codrab Tab.,정상알약,앞면,원형,나정,1280,1,http://connectdi.com/design/img/drug/147427985925200020.jpg,20060106.0,8.44,8.44,주백색,,-,,,,,,,,PK분할선F,200,3.32,976
K-010746,K-010746,K-010746_0_0_0_2_90_100_200.png,K-010746_0_0_0_2_90_100_200.png,200101731,TL_35_단일_unzipped/K-010746_json/K-010746_0_0_0_2_90_100_200.json,검은색 배경,90,100,20200107.0,흰색의 정제,하양,,[02140]혈압강하제,,,"642201150,A13102841",전문의약품,20011008,부광약품(주),Bukwang Pharm,"정제, 저작정",10745,K-010746,알라세프릴,Alacepril,세타프릴정 50mg,Cetapril S.R. Tab.50mg,정상알약,앞면,원형,나정,1280,1,http://connectdi.com/design/img/drug/1NXA-1cMBdi.jpg,20041222.0,8.0,8.0,주백색,,-,,,,,,,50,BK분할선CP,200,3.2,976
K-010732,K-010732,K-010732_0_2_0_2_90_080_200.png,K-010732_0_2_0_2_90_080_200.png,200101637,TL_35_단일_unzipped/K-010732_json/K-010732_0_2_0_2_90_080_200.json,연회색 배경,90,80,20170221.0,녹색의 원형 필름코팅정,연두,,[02190]기타의 순환계용약,(주)팜젠사이언스,Wooridul Pharmaceutical,,일반의약품,20010914,대원제약(주),Daewon Pharmaceutical,,10731,K-010732,방풍통성산건조엑스,,다이트정 237.5mg/병,Dait Tab.,정상알약,앞면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/150402120229800026.jpg,20150617.0,10.1,10.1,주백색,,,,,,,,,,DIT,200,4.2,976
K-010537,K-010537,K-010537_0_2_0_2_75_020_200.png,K-010537_0_2_0_2_75_020_200.png,200100944,TL_35_단일_unzipped/K-010537_json/K-010537_0_2_0_2_75_020_200.json,연회색 배경,75,20,20210104.0,흰색의 원형 정제,하양,,[01140]해열.진통.소염제,,,644802730,일반의약품,20011101,태극제약(주),Tai Guk Pharm,"정제, 저작정",10536,K-010537,아세트아미노펜|클로르족사존,Acetaminophen| Chlorzoxazone,파라존정 300mg/PTP,Parazone Tab.,정상알약,앞면,원형,나정,1280,1,http://connectdi.com/design/img/drug/147800431864400116.jpg,20080425.0,12.0,12.0,주백색,,,,,,,,,,TGPRZ,200,3.0,976
K-010710,K-010710,K-010710_0_2_0_0_90_240_200.png,K-010710_0_2_0_0_90_240_200.png,200101555,TL_35_단일_unzipped/K-010710_json/K-010710_0_2_0_0_90_240_200.json,연회색 배경,90,240,20150131.0,백색의 장방형 필름 제피정,하양,,[01240]진경제,,,647802530,일반의약품,20010706,삼진제약(주),Samjinpharm,"정제, 저작정",10709,K-010710,아세트아미노펜|부틸스코폴라민브롬화물,Acetaminophen| Scopolamine Butylbromide,포나민정 500mg/PTP,Ponamin Tab.,정상알약,앞면,장방형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/151853651029800012.jpg,20080528.0,13.9,7.36,전구색,-,,,,,,,,분할선,SJ O,200,4.4,976
K-010448,K-010448,K-010448_0_2_1_2_90_320_200.png,K-010448_0_2_1_2_90_320_200.png,200100592,TL_35_단일_unzipped/K-010448_json/K-010448_0_2_1_2_90_320_200.json,연회색 배경,90,320,20200624.0,노란색의 장방형 필름코팅정,노랑,,[02220]진해거담제,,,642102310,일반의약품,20010106,(주)유한양행,Yuhan,"정제, 저작정",10447,K-010448,덱스트로메토르판브롬화수소산염수화물|dl-메틸에페드린염산염|클로르페니라민말레산염|염화암모늄,Ammonium Chloride| Chlorpheniramine Maleate| Dextromethorphan Hydrobromide Hydrate| DL-Methylephedrine Hydrochloride,코푸정에스 200mg/PTP,Cough-S Tab.,정상알약,뒷면,장방형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147427738395000117.jpg,20041222.0,13.3,6.8,주백색,,,,,,,,,CTS,YH,200,5.3,976
K-010612,K-010612,K-010612_0_1_0_1_70_120_200.png,K-010612_0_1_0_1_70_120_200.png,200101315,TL_35_단일_unzipped/K-010612_json/K-010612_0_1_0_1_70_120_200.json,파랑색 배경,70,120,20150529.0,"담홍색 분말이 든 상부 미황색, 하부 농황색 경질캡슐제",노랑,"노랑, 진한",[03160]혼합비타민제(비타민AD 혼합제제를 제외),,,664600580,일반의약품,20011210,(주)다림바이오텍,Dalimbiotech Company,경질캡슐제,10611,K-010612,벤포티아민|피리독신염산염|시아노코발라민,Benfotiamine| Cyanocobalamin| Pyridoxine Hydrochloride,벤포렉스캡슐 50mg/병,Benforex Cap.,정상알약,앞면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/154123315326100046.jpg,20050609.0,19.0,7.0,주광색,,,,,,,D,http://connectdi.com/design/img/drug/147938640332900091.jpg,,마크 BFRX,200,7.0,976
K-010486,K-010486,K-010486_0_0_1_0_90_260_200.png,K-010486_0_0_1_0_90_260_200.png,200100779,TL_35_단일_unzipped/K-010486_json/K-010486_0_0_1_0_90_260_200.json,검은색 배경,90,260,20200429.0,  백색 내지 미백색의 원형 정제,하양,,[06290]기타의 화학요법제,,,"642703200,A05705151",전문의약품,20010515,동화약품(주),Dong Wha Pharm,"정제, 저작정",10485,K-010486,테르비나핀염산염,Terbinafine Hydrochloride,티비에프정 125mg,TBF Tab. 125mg,정상알약,뒷면,원형,나정,1280,1,http://connectdi.com/design/img/drug/154661645879900047.jpg,20060315.0,9.0,9.0,전구색,-,,,,,,,,T분할선T,D-W,200,3.4,976
K-010512,K-010512,K-010512_0_2_0_1_90_120_200.png,K-010512_0_2_0_1_90_120_200.png,200100865,TL_35_단일_unzipped/K-010512_json/K-010512_0_2_0_1_90_120_200.json,연회색 배경,90,120,20120128.0,한 면에 03 다른 한 면에 e가 새겨진 연분홍색의 양면이 볼록한 원형의 필름코팅정   ,분홍,,[01410]항히스타민제,,,"652100980,A07404571",전문의약품,20010424,(주)한독,Handok,"정제, 저작정",10511,K-010512,펙소페나딘염산염,Fexofenadine Hydrochloride,알레그라정 30mg,Allegra Tab. 30mg,정상알약,앞면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/154298769573300074.jpg,20041222.0,6.5,6.5,주광색,,,,"돼지꼬리,w,il,m,ε,ω",http://connectdi.com/design/img/drug/147938647484100014.jpg,,,,마크,03--,200,3.5,976
K-010449,K-010449,K-010449_0_0_1_1_75_000_200.png,K-010449_0_0_1_1_75_000_200.png,200100602,TL_35_단일_unzipped/K-010449_json/K-010449_0_0_1_1_75_000_200.json,검은색 배경,75,0,20200318.0,"백색의 과립이 들어 있는 상부 녹색, 하부 백색의 캅셀제",연두,하양,[02320]소화성궤양용제,대화제약(주),Dhpharm,"670300370,A04751401",전문의약품,20010517,코오롱제약(주),Kolon Pharm,서방캡슐제,10448,K-010449,록사티딘아세테이트염산염,Roxatidine Acetate Hydrochloride,록사틴서방캡슐,Roxatin SR Cap. 75mg,정상알약,뒷면,장방형,"서방성캡슐제, 펠렛",1280,1,http://connectdi.com/design/img/drug/151335249722200083.jpg,20050526.0,15.8,5.4,주광색,,,,,,,,,,KLN RTN75,200,5.6,976
K-010914,K-010914,K-010914_0_0_1_0_70_000_200.png,K-010914_0_0_1_0_70_000_200.png,200102543,TL_35_단일_unzipped/K-010914_json/K-010914_0_0_1_0_70_000_200.json,검은색 배경,70,0,20130129.0,백색의 원형 당의정,하양,,[02220]진해거담제,,,"653800620,A20704811",일반의약품,20010526,신일제약(주),Sinil Pharmaceutical,"정제, 저작정",10913,K-010914,메틸-N|S-디아세틸시스테인,Methyl-N|S-diacetylcysteine,무코신일정,Mucosinil Tab.,정상알약,뒷면,원형,당의정,1280,1,http://connectdi.com/design/img/drug/151369816808500008.jpg,20051208.0,9.0,9.0,전구색,,,,,,,,,,MUCOSINIL,200,5.5,976
K-011049,K-011049,K-011049_0_2_1_2_70_060_200.png,K-011049_0_2_1_2_70_060_200.png,200103239,TL_35_단일_unzipped/K-011049_json/K-011049_0_2_1_2_70_060_200.json,연회색 배경,70,60,20100715.0,"황갈색의 분말이 충진된 상부 연청색, 하부 살구색의 캡슐",파랑,분홍,[02630]화농성질환용제,,,,일반의약품,20010129,경진제약(주),Kyungjin Pharm,,11048,K-011049,지실|작약|길경|건강|대추|감초,Ginger| Jujube| Licorice| Peony Root| Platycodon Root| Poncirus Fruit　,경진헤파신캡슐 0.67g/PTP,Kyungjin Hephasin Cap.,정상알약,뒷면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/147427858033600133.jpg,20160421.0,21.0,7.5,주백색,,,,,,,,,,헤파신 헤파신,200,7.5,976
K-010502,K-010502,K-010502_0_2_1_2_90_320_200.png,K-010502_0_2_1_2_90_320_200.png,200100837,TL_35_단일_unzipped/K-010502_json/K-010502_0_2_1_2_90_320_200.json,연회색 배경,90,320,20210220.0,이 약은 백색의 원형정제이다. ,하양,파랑,[01410]항히스타민제,,,642401370,일반의약품,20010601,영진약품(주),Yungjin Pharmaceutical,"정제, 저작정",10501,K-010502,클로르페니라민말레산염|페닐레프린염산염,Chlorpheniramine Maleate| Phenylephrine Hydrochloride,콜민-에이정 10mg/병,Colmin A Tab.,정상알약,뒷면,원형,나정,1280,1,http://connectdi.com/design/img/drug/1NcelJgSVpW.jpg,20130416.0,7.1,7.1,주백색,-,,,,,,,,분할선,COA,200,2.5,976
K-010491,K-010491,K-010491_0_2_0_2_75_060_200.png,K-010491_0_2_0_2_75_060_200.png,200100795,TL_35_단일_unzipped/K-010491_json/K-010491_0_2_0_2_75_060_200.json,연회색 배경,75,60,20210220.0,"연주황색의 원형 정제로, 등황색의 반점이 있을 수 있다.",주황,,[01410]항히스타민제,,,645701170,일반의약품,20010419,삼아제약(주),Sama Pharm,"정제, 저작정",10490,K-010491,클로르페니라민말레산염|페닐레프린염산염,Chlorpheniramine Maleate| Phenylephrine Hydrochloride,코비안에스정 4mg/병,Cobian-S Tab.,정상알약,앞면,원형,나정,1280,1,http://connectdi.com/design/img/drug/147427748827800116.jpg,20041223.0,7.05,7.05,주백색,-,,,,,,,,분할선,S,200,2.7,976
